Titel;playstation?;xbox?;nintendo?;pc?;sonstige?;Punkte;Genre;editors_choice;Veröffentlichung_Jahr;Veröffentlichung_Monat
PopStar Guitar;FALSE;FALSE;TRUE;FALSE;FALSE;3.5;Music;N;2008;12
Populous DS;FALSE;FALSE;TRUE;FALSE;FALSE;7.1;Strategy;N;2008;11
Portal: Still Alive;FALSE;TRUE;FALSE;FALSE;FALSE;9.2;Shooter;Y;2008;10
Potpourrii;FALSE;FALSE;TRUE;FALSE;FALSE;5;Puzzle;N;2008;9
Powerball;FALSE;FALSE;TRUE;FALSE;FALSE;6;Sports;N;2008;4
Powerboat Challenge;FALSE;FALSE;FALSE;FALSE;TRUE;5.5;Racing;N;2008;11
Powerboat GT;FALSE;FALSE;FALSE;TRUE;FALSE;6;Racing;N;2008;5
Pranksterz: No Rest for the Wicked;FALSE;FALSE;FALSE;TRUE;FALSE;3;Puzzle;N;2008;8
Pranksterz: Off Your Boss;FALSE;FALSE;FALSE;TRUE;FALSE;3.5;Puzzle;N;2008;7
Prince of Persia;TRUE;TRUE;FALSE;TRUE;FALSE;9.3;Platformer;Y;2008;11
Prince of Persia Classic (Mobile);FALSE;FALSE;FALSE;FALSE;TRUE;8;Action;Y;2008;1
Prince of Persia Classic;TRUE;FALSE;FALSE;FALSE;FALSE;8.6;Action;Y;2008;10
Prince of Persia: The Fallen King;FALSE;FALSE;TRUE;FALSE;FALSE;6.8;Action;N;2008;12
Princess Debut;FALSE;FALSE;TRUE;FALSE;FALSE;7;Action-Adventure;N;2008;12
Princess On Ice;FALSE;FALSE;TRUE;FALSE;FALSE;6;Simulation;N;2008;12
Prison Tycoon 4: SuperMax;FALSE;FALSE;FALSE;TRUE;FALSE;2.5;Simulation;N;2008;9
Pro Evolution Soccer 2008 (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;8.3;Sports;N;2008;3
Pro Evolution Soccer 2008 (Wii);TRUE;TRUE;TRUE;FALSE;FALSE;8.6;Sports;Y;2008;3
Pro Evolution Soccer 2008 (PS2);TRUE;FALSE;FALSE;FALSE;FALSE;8.4;Sports;Y;2008;3
Pro Evolution Soccer 2008 (DS);FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Sports;N;2008;3
Pro Evolution Soccer 2009;TRUE;TRUE;FALSE;FALSE;FALSE;7.2;Sports;N;2008;11
Pro Evolution Soccer 2009 (PS2);TRUE;FALSE;FALSE;FALSE;FALSE;6.8;Sports;N;2008;12
Pro Evolution Soccer 2009 (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;7;Sports;N;2008;12
Professor Brainium's Games;FALSE;FALSE;TRUE;FALSE;FALSE;5;Educational;N;2008;9
Professor Layton and the Curious Village;FALSE;FALSE;TRUE;FALSE;FALSE;8;Adventure;N;2008;2
Protothea;FALSE;FALSE;TRUE;FALSE;FALSE;5.4;Shooter;N;2008;6
Psychosis;FALSE;FALSE;TRUE;FALSE;FALSE;5;Shooter;N;2008;3
Puppy Luv: Your New Best Friend;FALSE;FALSE;TRUE;FALSE;FALSE;3.5;Simulation;N;2008;4
Puppy Palace;FALSE;FALSE;TRUE;FALSE;FALSE;3;Simulation;N;2008;2
Pure;TRUE;TRUE;FALSE;FALSE;FALSE;8.6;Racing;Y;2008;9
Pure (PC);FALSE;FALSE;FALSE;TRUE;FALSE;8.4;Racing;Y;2008;10
Purr Pals;FALSE;FALSE;TRUE;FALSE;FALSE;4;Simulation;N;2008;9
Pursuit Force: Extreme Justice;TRUE;FALSE;FALSE;FALSE;FALSE;8;Racing;N;2008;1
Puyo Puyo 2: Tsuu;FALSE;FALSE;TRUE;FALSE;FALSE;8;Puzzle;N;2008;3
Puzzle Guzzle;TRUE;FALSE;FALSE;FALSE;FALSE;6.7;Puzzle;N;2008;3
Puzzle Quest: Challenge of the Warlords (Mobile);FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Puzzle;Y;2008;6
Puzzle Quest: Challenge of the Warlords (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;9.3;Puzzle;Y;2008;10
Puzzler Collection (DS);FALSE;FALSE;TRUE;FALSE;FALSE;7.3;Puzzle;N;2008;8
Puzzler Collection (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;4.8;Puzzle;N;2008;8
PuzzLoop;FALSE;FALSE;FALSE;FALSE;TRUE;7.9;Puzzle;N;2008;8
QuackShot Starring Donald Duck;FALSE;FALSE;FALSE;FALSE;TRUE;7.3;Platformer;N;2008;10
Quantum of Solace;TRUE;TRUE;FALSE;FALSE;FALSE;7;Shooter;N;2008;10
Quantum of Solace (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;4.5;Shooter;N;2008;11
Quantum of Solace (PC);FALSE;FALSE;FALSE;TRUE;FALSE;7.2;Shooter;N;2008;11
Quantum of Solace (DS);FALSE;FALSE;TRUE;FALSE;FALSE;6.8;Action;N;2008;11
Quantum of Solace (PS2);TRUE;FALSE;FALSE;FALSE;FALSE;7.8;Shooter;N;2008;11
Quantum of Solace (Collector's Edition);TRUE;TRUE;FALSE;FALSE;FALSE;6.8;Shooter;N;2008;10
Quick Yoga Training;FALSE;FALSE;TRUE;FALSE;FALSE;2.5;Educational;N;2008;8
R-Type Command;TRUE;FALSE;FALSE;FALSE;FALSE;7.3;Strategy;N;2008;5
Rafa Nadal Tennis;FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Sports;N;2008;4
Raging Thunder;FALSE;FALSE;FALSE;FALSE;TRUE;6;Racing;N;2008;10
Rail Simulator;FALSE;FALSE;FALSE;TRUE;FALSE;7;Simulation;N;2008;2
Rain Drops;FALSE;FALSE;TRUE;FALSE;FALSE;5;Action;N;2008;10
Rainbow Islands Evolution;TRUE;FALSE;FALSE;FALSE;FALSE;5;Platformer;N;2008;2
Rambo III;FALSE;FALSE;FALSE;FALSE;TRUE;7;Shooter;N;2008;6
Rapala Fishing Frenzy;FALSE;FALSE;TRUE;FALSE;FALSE;6;Action;N;2008;9
Rapala Fishing Frenzy 2009;TRUE;TRUE;FALSE;FALSE;FALSE;2.5;Sports;N;2008;9
Ratchet & Clank Future: Quest for Booty;TRUE;FALSE;FALSE;FALSE;FALSE;7.4;Action;N;2008;8
Ratchet & Clank: Size Matters;TRUE;FALSE;FALSE;FALSE;FALSE;6;Action;N;2008;3
Raw Danger;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Adventure;N;2008;2
Rayman Raving Rabbids TV Party (DS);FALSE;FALSE;TRUE;FALSE;FALSE;4;Party;N;2008;12
Rayman Raving Rabbids TV Party (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;7;Party;N;2008;11
Real Soccer 2008;FALSE;FALSE;TRUE;FALSE;FALSE;4.5;Sports;N;2008;5
Real Soccer 2009;FALSE;FALSE;TRUE;FALSE;FALSE;7;Sports;N;2008;12
Rebel Raiders: Operation NightHawk;FALSE;FALSE;TRUE;FALSE;FALSE;4;Action;N;2008;9
Red Baron Arcade (PC);FALSE;FALSE;FALSE;TRUE;FALSE;5.8;Flight;N;2008;7
Red Bull BC One;FALSE;FALSE;TRUE;FALSE;FALSE;5.6;Music;N;2008;9
Reel Deal Slots;FALSE;FALSE;FALSE;FALSE;TRUE;4.8;Simulation;N;2008;8
Reign of Swords;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Strategy;Y;2008;10
Renegade;FALSE;FALSE;TRUE;FALSE;FALSE;6;Fighting;N;2008;5
Resident Evil: Genesis;FALSE;FALSE;FALSE;FALSE;TRUE;7.8;Action-Adventure;N;2008;1
Resistance 2;TRUE;FALSE;FALSE;FALSE;FALSE;9.5;Shooter;Y;2008;10
Rez HD;FALSE;TRUE;FALSE;FALSE;FALSE;8.6;Shooter;Y;2008;1
Rhapsody: A Musical Adventure;FALSE;FALSE;TRUE;FALSE;FALSE;6.6;RPG;N;2008;9
Rhem 3;FALSE;FALSE;FALSE;TRUE;FALSE;6.5;Puzzle;N;2008;3
Rhiannon: Curse of the Four Branches;FALSE;FALSE;FALSE;TRUE;FALSE;7.5;Adventure;N;2008;11
Riddle of the Tomb;FALSE;FALSE;FALSE;TRUE;FALSE;7.7;Adventure;N;2008;4
Riding Star;TRUE;FALSE;FALSE;FALSE;FALSE;3;Racing;N;2008;6
Rig Racer 2;FALSE;FALSE;TRUE;FALSE;FALSE;3;Racing;N;2008;2
Riot Zone;FALSE;FALSE;TRUE;FALSE;FALSE;4;Action;N;2008;2
Rise of the Argonauts;TRUE;TRUE;FALSE;FALSE;FALSE;6.2;Action-RPG;N;2008;12
Rise of the Argonauts (PC);FALSE;FALSE;FALSE;TRUE;FALSE;6.5;Action-RPG;N;2008;12
River City Ransom;FALSE;FALSE;TRUE;FALSE;FALSE;9;Action;Y;2008;4
River King: Mystic Valley;FALSE;FALSE;TRUE;FALSE;FALSE;5;RPG;N;2008;5
Robert Ludlum's The Bourne Conspiracy (Xbox 360);FALSE;TRUE;FALSE;FALSE;FALSE;7.5;Action-Adventure;N;2008;6
Robert Ludlum's The Bourne Conspiracy (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;7.3;Action-Adventure;N;2008;6
Robocalypse;FALSE;FALSE;TRUE;FALSE;FALSE;8.9;Strategy;Y;2008;11
Rock Band (Special Edition);FALSE;FALSE;TRUE;FALSE;FALSE;7.9;Music;N;2008;6
Rock Band 2;TRUE;TRUE;TRUE;FALSE;FALSE;9;Music;Y;2008;9
Rock Blast;FALSE;FALSE;TRUE;FALSE;FALSE;5.6;Action;N;2008;8
Rock Revolution;TRUE;TRUE;FALSE;FALSE;FALSE;3;Music;N;2008;10
Rock Revolution (DS);FALSE;FALSE;TRUE;FALSE;FALSE;4.1;Music;N;2008;11
Rock University Presents The Naked Brothers Band: The Video Game;TRUE;FALSE;TRUE;FALSE;FALSE;2;Music;N;2008;11
Rock University Presents The Naked Brothers Band: The Video Game (DS);FALSE;FALSE;TRUE;FALSE;FALSE;3.5;Music;N;2008;11
RocketBowl;FALSE;TRUE;FALSE;FALSE;FALSE;5;Sports;N;2008;9
Rocketmen: Axis of Evil (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;5.5;Shooter;N;2008;3
Rocketmen: Axis of Evil (Xbox 360);FALSE;TRUE;FALSE;FALSE;FALSE;5.7;Shooter;N;2008;3
Rocky and Bullwinkle;FALSE;TRUE;FALSE;FALSE;FALSE;3;Action;N;2008;4
Rolando;FALSE;FALSE;FALSE;FALSE;TRUE;9.5;Puzzle;Y;2008;12
Rolling Thunder 2;FALSE;FALSE;TRUE;FALSE;TRUE;6.5;Action;N;2008;1
Rolling with Katamari;FALSE;FALSE;FALSE;FALSE;TRUE;8;Action;N;2008;11
Romance of The Three Kingdoms XI;TRUE;FALSE;FALSE;FALSE;FALSE;7;Strategy;N;2008;2
Romance of The Three Kingdoms XI (PC);FALSE;FALSE;FALSE;TRUE;FALSE;7.2;Strategy;N;2008;9
Rondo of Swords;FALSE;FALSE;TRUE;FALSE;FALSE;6.8;Strategy;N;2008;4
Roogoo;FALSE;TRUE;FALSE;FALSE;FALSE;8.5;Puzzle;Y;2008;6
Roogoo (PC);FALSE;FALSE;FALSE;TRUE;FALSE;7.1;Puzzle;N;2008;7
Rubik's World (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;6.5;Puzzle;N;2008;11
Rubik's World (DS);FALSE;FALSE;TRUE;FALSE;FALSE;7;Puzzle;N;2008;11
Rune Factory 2: A Fantasy Harvest Moon;FALSE;FALSE;TRUE;FALSE;FALSE;8.4;RPG;N;2008;12
Rush Hour: Taxi Trouble;FALSE;FALSE;FALSE;FALSE;TRUE;6;Puzzle;N;2008;2
Rygar: The Battle of Argus;FALSE;FALSE;TRUE;FALSE;FALSE;6.1;Action;N;2008;12
S.T.A.L.K.E.R.: Clear Sky;FALSE;FALSE;FALSE;TRUE;FALSE;7.3;Shooter;N;2008;9
Sacred 2: Fallen Angel (PC);FALSE;FALSE;FALSE;TRUE;FALSE;7.5;RPG;N;2008;11
Saga;FALSE;FALSE;FALSE;TRUE;FALSE;5;Strategy;N;2008;4
Saints Row 2;TRUE;TRUE;FALSE;FALSE;FALSE;8.2;Action;N;2008;10
Saints Row 2 (Mobile);FALSE;FALSE;FALSE;FALSE;TRUE;6;Action;N;2008;12
Sally's Salon;FALSE;FALSE;TRUE;FALSE;FALSE;6.2;Strategy;N;2008;12
Sam & Max: Season One;FALSE;FALSE;TRUE;FALSE;FALSE;7.1;Adventure;N;2008;10
Sam & Max: Season Two;FALSE;FALSE;FALSE;TRUE;FALSE;8.1;Adventure;N;2008;8
Sam & Max: Season Two -- Episode #2: Moai Better Blues;FALSE;FALSE;FALSE;TRUE;FALSE;8.2;Adventure;N;2008;1
Sam & Max: Season Two -- Episode #3: Night of the Raving Dead;FALSE;FALSE;FALSE;TRUE;FALSE;6.8;Adventure;N;2008;2
Sam & Max: Season Two -- Episode #4: Chariot of the Dogs;FALSE;FALSE;FALSE;TRUE;FALSE;8.3;Adventure;N;2008;3
Sam & Max: Season Two -- Episode #5: What's New, Beelzebub?;FALSE;FALSE;FALSE;TRUE;FALSE;8.2;Adventure;N;2008;4
Samba de Amigo;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Music;N;2008;9
Samurai Shodown;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Fighting;Y;2008;7
Samurai Shodown II;FALSE;TRUE;FALSE;FALSE;FALSE;8;Fighting;N;2008;9
Samurai Shodown II (Wii);FALSE;FALSE;TRUE;FALSE;TRUE;8.5;Fighting;Y;2008;9
Samurai Warriors 2: Xtreme Legends;TRUE;FALSE;FALSE;FALSE;FALSE;5.3;Action;N;2008;3
Samurai Warriors Katana;FALSE;FALSE;TRUE;FALSE;FALSE;5.8;Action;N;2008;1
SAS: Secure Tomorrow;FALSE;FALSE;FALSE;TRUE;FALSE;6;Shooter;N;2008;11
Saturday Night Fever: Dance;FALSE;FALSE;FALSE;FALSE;TRUE;6.2;Music;N;2008;12
Savage 2: A Tortured Soul;FALSE;FALSE;FALSE;TRUE;FALSE;8.3;Shooter;N;2008;2
Scarface: Money, Power, Respect;FALSE;FALSE;FALSE;FALSE;TRUE;5.5;Action;N;2008;5
Scene it? Box Office Smash;FALSE;TRUE;FALSE;FALSE;FALSE;7;Trivia;N;2008;10
Schizoid;FALSE;TRUE;FALSE;FALSE;FALSE;7.8;Action;N;2008;7
School of Rock;FALSE;FALSE;FALSE;FALSE;TRUE;6.7;Music;N;2008;11
SCORE International Baja 1000 (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;5;Racing;N;2008;11
SCORE International Baja 1000;TRUE;TRUE;FALSE;FALSE;FALSE;3.3;Racing;N;2008;11
Sea Life Safari;FALSE;TRUE;FALSE;FALSE;FALSE;4.5;Simulation;N;2008;6
Sea Monsters: A Prehistoric Adventure (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;5;Adventure;N;2008;6
Sea Monsters: A Prehistoric Adventure;TRUE;FALSE;FALSE;FALSE;FALSE;3;Adventure;N;2008;6
Secret Agent Clank (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;6.5;Action;N;2008;6
Secret of Mana;FALSE;FALSE;TRUE;FALSE;FALSE;9;Action-RPG;Y;2008;10
Secret Service (PS2);TRUE;FALSE;FALSE;FALSE;FALSE;2.5;Shooter;N;2008;12
Secret Service;FALSE;TRUE;FALSE;TRUE;FALSE;4.5;Shooter;N;2008;12
SEGA Bass Fishing [2008];FALSE;FALSE;TRUE;FALSE;FALSE;6;Action;N;2008;2
SEGA Columns Deluxe;FALSE;FALSE;FALSE;FALSE;TRUE;7.4;Puzzle;N;2008;5
SEGA Superstars Tennis (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;6.2;Sports;N;2008;3
SEGA Superstars Tennis (DS);FALSE;FALSE;TRUE;FALSE;FALSE;6.9;Sports;N;2008;3
SEGA Superstars Tennis;TRUE;TRUE;FALSE;FALSE;FALSE;6.4;Sports;N;2008;3
Sensible World of Soccer;FALSE;TRUE;FALSE;FALSE;FALSE;7.9;Sports;N;2008;1
Seven Kingdoms: Conquest;FALSE;FALSE;FALSE;TRUE;FALSE;3;Strategy;N;2008;5
Shadow Squadron;FALSE;FALSE;FALSE;FALSE;TRUE;8;Shooter;N;2008;11
Shadowgrounds Survivor;FALSE;FALSE;FALSE;TRUE;FALSE;7.6;Action;N;2008;1
Shaky Summit;FALSE;FALSE;FALSE;FALSE;TRUE;4.3;Action;N;2008;10
Shattered Suns;FALSE;FALSE;FALSE;TRUE;FALSE;4.3;Strategy;N;2008;12
Shaun the Sheep;FALSE;FALSE;TRUE;FALSE;FALSE;6.5;Action;N;2008;10
Shaun White Snowboarding;TRUE;TRUE;FALSE;FALSE;FALSE;7.1;Sports;N;2008;11
Shaun White Snowboarding (DS);FALSE;FALSE;TRUE;FALSE;FALSE;6.6;Sports;N;2008;11
Shaun White Snowboarding (PS);TRUE;FALSE;FALSE;FALSE;FALSE;6.4;Sports;N;2008;12
Shaun White Snowboarding (Target Edition);TRUE;TRUE;FALSE;FALSE;FALSE;7.2;Sports;N;2008;11
Shaun White Snowboarding: Road Trip;FALSE;FALSE;TRUE;FALSE;FALSE;8.4;Sports;N;2008;11
Sherlock Holmes: Nemesis;FALSE;FALSE;FALSE;TRUE;FALSE;7;Adventure;N;2008;5
Shin Megami Tensei: Persona 3 FES;TRUE;FALSE;FALSE;FALSE;FALSE;8.8;RPG;Y;2008;4
Shin Megami Tensei: Persona 4;TRUE;FALSE;FALSE;FALSE;FALSE;9;RPG;Y;2008;12
Shining Force II;FALSE;FALSE;TRUE;FALSE;TRUE;9;RPG;Y;2008;10
Shining Stars: Super Starcade;FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Action;N;2008;7
Shooter;FALSE;FALSE;TRUE;FALSE;FALSE;4.9;Shooter;N;2008;11
Shotest Shogi;FALSE;TRUE;FALSE;FALSE;FALSE;6;Board;N;2008;9
Shred Nebula;FALSE;TRUE;FALSE;FALSE;FALSE;7;Shooter;N;2008;9
Shrek's Carnival Craze;FALSE;FALSE;TRUE;FALSE;FALSE;3.3;Action;N;2008;11
Sid Meier's Civilization IV: Colonization;FALSE;FALSE;FALSE;TRUE;FALSE;8.7;Strategy;Y;2008;9
Sid Meier's Civilization Revolution;TRUE;TRUE;FALSE;FALSE;FALSE;8.8;Strategy;Y;2008;7
Sid Meier's Civilization Revolution (DS);FALSE;FALSE;TRUE;FALSE;FALSE;8.2;Strategy;N;2008;8
Silent Hill Mobile;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Action;N;2008;11
Silent Hill Origins;TRUE;FALSE;FALSE;FALSE;FALSE;7;Adventure;N;2008;3
Silent Hill: Homecoming;TRUE;TRUE;FALSE;FALSE;FALSE;6.7;Adventure;N;2008;9
Silent Hill: Homecoming (PC);FALSE;FALSE;FALSE;TRUE;FALSE;5.5;Adventure;N;2008;11
Silpheed;FALSE;FALSE;FALSE;FALSE;TRUE;7;Action;N;2008;7
SimCity (2008);FALSE;FALSE;FALSE;FALSE;TRUE;7.8;Simulation;N;2008;12
SimCity Creator;FALSE;FALSE;TRUE;FALSE;FALSE;5.9;Simulation;N;2008;9
SimCity Creator (DS);FALSE;FALSE;TRUE;FALSE;FALSE;6;Simulation;N;2008;10
SimCity Societies Destinations;FALSE;FALSE;FALSE;TRUE;FALSE;6.7;Simulation;N;2008;7
SingStar '90s;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Music;N;2008;2
SingStar;TRUE;FALSE;FALSE;FALSE;FALSE;8.5;Music;Y;2008;5
SingStar ABBA;TRUE;FALSE;FALSE;FALSE;FALSE;5.5;Music;N;2008;11
SingStar Country;TRUE;FALSE;FALSE;FALSE;FALSE;7.4;Music;N;2008;10
SingStar Legends;TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Music;N;2008;10
SingStar Pop Vol. 2;TRUE;FALSE;FALSE;FALSE;FALSE;6.8;Music;N;2008;9
SingStar Vol. 2;TRUE;FALSE;FALSE;FALSE;FALSE;7.7;Music;N;2008;10
Sinking Island;FALSE;FALSE;FALSE;TRUE;FALSE;6.5;Adventure;N;2008;9
Sins of a Solar Empire;FALSE;FALSE;FALSE;TRUE;FALSE;8.9;Strategy;Y;2008;2
Siren: Blood Curse -- Episodes 1-4;TRUE;FALSE;FALSE;FALSE;FALSE;7;Adventure;N;2008;8
Siren: Blood Curse -- Episodes 5-8;TRUE;FALSE;FALSE;FALSE;FALSE;8.5;Adventure;Y;2008;8
Siren: Blood Curse -- Episodes 9-12;TRUE;FALSE;FALSE;FALSE;FALSE;8.5;Adventure;Y;2008;8
Siren: Blood Curse -- Full Game;TRUE;FALSE;FALSE;FALSE;FALSE;8.4;Adventure;N;2008;8
Six Flags Fun Park (DS);FALSE;FALSE;TRUE;FALSE;FALSE;3.5;Action;N;2008;11
Skate It;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Sports;Y;2008;11
Skate It (DS);FALSE;FALSE;TRUE;FALSE;FALSE;7.9;Sports;N;2008;11
Sky Kid;FALSE;FALSE;TRUE;FALSE;FALSE;4;Shooter;N;2008;5
Smart Boy's Toy Club;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Party;N;2008;10
Smart Girl's Magical Book Club;FALSE;FALSE;TRUE;FALSE;FALSE;7.3;Adventure;N;2008;8
Smart Girl's Party Game;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Party;N;2008;10
Smash Court Tennis 3;FALSE;TRUE;FALSE;FALSE;FALSE;4.9;Sports;N;2008;8
Snail Mail;FALSE;FALSE;FALSE;FALSE;TRUE;8;Racing;N;2008;12
Snakeball;TRUE;FALSE;FALSE;FALSE;FALSE;8;Party;N;2008;1
Sniper: Art of Victory;FALSE;FALSE;FALSE;TRUE;FALSE;3;Shooter;N;2008;11
SNK Arcade Classics: Volume 1;TRUE;FALSE;FALSE;FALSE;FALSE;6.7;Action;N;2008;4
SNK Arcade Classics: Volume 1 (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;6.9;Action;N;2008;5
SNK Arcade Classics: Volume 1 (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;7.2;Action;N;2008;7
So Blonde;FALSE;FALSE;FALSE;TRUE;FALSE;6.8;Adventure;N;2008;10
SOCOM: Confrontation;TRUE;FALSE;FALSE;FALSE;FALSE;4.5;Shooter;N;2008;10
Solarquest;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Shooter;N;2008;9
Soldner-X: Himmelssturmer;TRUE;FALSE;FALSE;FALSE;FALSE;8;Shooter;N;2008;12
Sonic Chronicles: The Dark Brotherhood;FALSE;FALSE;TRUE;FALSE;FALSE;6.5;RPG;N;2008;9
Sonic Jump 2;FALSE;FALSE;FALSE;FALSE;TRUE;7;Action;N;2008;5
Sonic Riders: Zero Gravity;TRUE;FALSE;TRUE;FALSE;FALSE;5.8;Racing;N;2008;1
Sonic the Hedgehog;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Action;N;2008;8
Sonic the Hedgehog 2;FALSE;FALSE;TRUE;FALSE;TRUE;8;Platformer;N;2008;12
Sonic Unleashed (PS2);TRUE;FALSE;FALSE;FALSE;FALSE;7;Platformer;N;2008;11
Sonic Unleashed (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;7.2;Action;N;2008;11
Sonic Unleashed;TRUE;TRUE;FALSE;FALSE;FALSE;4.5;Action;N;2008;12
Soul Bubbles;FALSE;FALSE;TRUE;FALSE;FALSE;8;Puzzle;N;2008;7
Soul Trapper;FALSE;FALSE;FALSE;FALSE;TRUE;6;Adventure;N;2008;11
Soulcalibur;FALSE;TRUE;FALSE;FALSE;FALSE;8.1;Fighting;N;2008;6
Soulcalibur IV;TRUE;TRUE;FALSE;FALSE;FALSE;8.7;Fighting;Y;2008;7
South Park Imaginationland;FALSE;FALSE;FALSE;FALSE;TRUE;6;Action;N;2008;7
Space Chimps (Xbox 360/PC);FALSE;TRUE;FALSE;TRUE;FALSE;6.7;Adventure;N;2008;8
Space Chimps (PS2/Wii);TRUE;FALSE;TRUE;FALSE;FALSE;6.5;Adventure;N;2008;8
Space Chimps (DS);FALSE;FALSE;TRUE;FALSE;FALSE;6.6;Adventure;N;2008;8
Space Force Captains;FALSE;FALSE;FALSE;TRUE;FALSE;4;Strategy;N;2008;5
Space Harrier;FALSE;FALSE;TRUE;FALSE;TRUE;4.5;Shooter;N;2008;11
Space Invaders (SNES);FALSE;FALSE;TRUE;FALSE;FALSE;4;Shooter;N;2008;11
Space Invaders Extreme (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;8.5;Shooter;Y;2008;6
Space Invaders Extreme (DS);FALSE;FALSE;TRUE;FALSE;FALSE;9;Shooter;Y;2008;6
Space Invaders: The Original Game;FALSE;FALSE;TRUE;FALSE;FALSE;4;Action;N;2008;11
Space Monkey (Mobile);FALSE;FALSE;FALSE;FALSE;TRUE;7.7;Action;N;2008;2
Space Monkey (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Action;N;2008;7
Space Siege;FALSE;FALSE;FALSE;TRUE;FALSE;6.4;Action-RPG;N;2008;8
Space Trader: Merchant Marine;FALSE;FALSE;FALSE;TRUE;FALSE;5.8;Strategy;N;2008;12
Spandex Force;FALSE;FALSE;FALSE;TRUE;FALSE;7.5;Puzzle;N;2008;4
Spectral Force 3;FALSE;TRUE;FALSE;FALSE;FALSE;4.9;RPG;N;2008;8
Spectrobes: Beyond The Portals;FALSE;FALSE;TRUE;FALSE;FALSE;8;Action-RPG;N;2008;10
Speed Racer: The Videogame;FALSE;FALSE;TRUE;FALSE;TRUE;7;Racing;N;2008;5
Speed Racer: The Videogame (PS2/DS);TRUE;FALSE;TRUE;FALSE;FALSE;8;Racing;N;2008;10
Spelunker;FALSE;FALSE;TRUE;FALSE;FALSE;2.5;Platformer;N;2008;3
Spider-Man: Web of Shadows (DS);FALSE;FALSE;TRUE;FALSE;FALSE;8;Action;N;2008;10
Spider-Man: Web of Shadows (Xbox 360);FALSE;TRUE;FALSE;FALSE;FALSE;5.7;Action;N;2008;10
Spider-Man: Web of Shadows (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;5.5;Action;N;2008;10
Spider-Man: Web of Shadows (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;5.2;Action;N;2008;10
Spider-Man: Web of Shadows (PC);FALSE;FALSE;FALSE;TRUE;FALSE;5.3;Action;N;2008;10
Spider-Man: Web of Shadows -- Amazing Allies Edition;TRUE;FALSE;FALSE;FALSE;FALSE;7;Action;N;2008;10
SPiN: The Silhouette Game;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Puzzle;Y;2008;11
Spitfire Heroes: Tales of the Royal Air Force;FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Action;N;2008;3
Splatterhouse 2;FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Action;N;2008;9
SPOGS Racing;FALSE;FALSE;TRUE;FALSE;FALSE;1.9;Racing;N;2008;7
SpongeBob SquarePants: Atlantis Treasures;FALSE;FALSE;FALSE;FALSE;TRUE;6;Action;N;2008;1
SpongeBob SquarePants: Creature from the Krusty Krab;FALSE;FALSE;TRUE;FALSE;FALSE;4.5;Action;N;2008;1
SpongeBob SquarePants: Underpants Slam!;FALSE;TRUE;FALSE;FALSE;FALSE;4.7;Action;N;2008;1
Spore (PC);FALSE;FALSE;FALSE;TRUE;FALSE;8.8;Simulation;Y;2008;9
Spore;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Simulation;N;2008;10
Spore Creatures;FALSE;FALSE;TRUE;FALSE;FALSE;7.8;Simulation;N;2008;9
Spore: Galactic Edition;FALSE;FALSE;FALSE;TRUE;FALSE;8.8;Simulation;Y;2008;9
