Titel;playstation?;xbox?;nintendo?;pc?;sonstige?;Punkte;Genre;editors_choice;Veröffentlichung_Jahr;Veröffentlichung_Monat
Major League Baseball 2K8 (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;6.5;Sports;N;2008;3
Major League Baseball 2K8;FALSE;TRUE;FALSE;FALSE;FALSE;7.4;Sports;N;2008;3
Major League Baseball 2K8 (PS2);TRUE;FALSE;FALSE;FALSE;FALSE;7;Sports;N;2008;3
Major League Baseball 2K8 (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;7.2;Sports;N;2008;3
Major League Baseball 2K8 (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;6.9;Sports;N;2008;3
Major League Baseball 2K8 Fantasy All-Stars;FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Sports;N;2008;4
Major League Eating: The Game;FALSE;FALSE;TRUE;FALSE;FALSE;3.7;Sports;N;2008;7
Mana Khemia: Alchemists of Al-Revis;TRUE;FALSE;FALSE;FALSE;FALSE;5.7;RPG;N;2008;4
Margot's Word Brain (DS);FALSE;FALSE;TRUE;FALSE;FALSE;6;Educational;N;2008;11
Margot's Word Brain;FALSE;FALSE;TRUE;FALSE;FALSE;5;Educational;N;2008;11
Mario & Sonic at the Olympic Games (DS);FALSE;FALSE;TRUE;FALSE;FALSE;7.8;Sports;N;2008;1
Mario Golf;FALSE;FALSE;TRUE;FALSE;FALSE;8;Sports;N;2008;10
Mario Kart Wii;FALSE;FALSE;TRUE;FALSE;FALSE;8.5;Racing;Y;2008;4
Mario Super Sluggers;FALSE;FALSE;TRUE;FALSE;FALSE;7.4;Sports;N;2008;8
Martians vs. Robots;FALSE;FALSE;FALSE;TRUE;FALSE;3.5;Action;N;2008;8
Mass Effect (PC);FALSE;FALSE;FALSE;TRUE;FALSE;9.2;RPG;Y;2008;5
Matchmaker: Love U;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Simulation;N;2008;3
Mazes of Fate;FALSE;FALSE;TRUE;FALSE;FALSE;4;RPG;N;2008;10
Mechanic Master;FALSE;FALSE;TRUE;FALSE;FALSE;7.6;Puzzle;N;2008;10
Mega Brain Boost;FALSE;FALSE;TRUE;FALSE;FALSE;4.5;Puzzle;N;2008;2
Mega Man;FALSE;FALSE;TRUE;FALSE;FALSE;8;Action;Y;2008;8
Mega Man 2;FALSE;FALSE;TRUE;FALSE;FALSE;9.5;Action;Y;2008;9
Mega Man 3 (NES);FALSE;FALSE;TRUE;FALSE;FALSE;9.5;Action;N;2008;11
Mega Man 3;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Action;N;2008;10
Mega Man 7;FALSE;FALSE;TRUE;FALSE;FALSE;7;Action;N;2008;9
Mega Man 9;TRUE;TRUE;TRUE;FALSE;FALSE;8.6;Action;Y;2008;9
Mega Man Star Force 2: Zerker X Ninja;FALSE;FALSE;TRUE;FALSE;FALSE;5;RPG;N;2008;7
Mega Man Star Force 2: Zerker X Saurian;FALSE;FALSE;TRUE;FALSE;FALSE;5;RPG;N;2008;7
Mega Turrican;FALSE;FALSE;TRUE;FALSE;TRUE;7.5;Action;N;2008;4
Mercenaries 2: World in Flames (PS2);TRUE;FALSE;FALSE;FALSE;FALSE;3.9;Shooter;N;2008;9
Mercenaries 2: World in Flames;TRUE;TRUE;FALSE;TRUE;FALSE;7.9;Shooter;N;2008;8
Merv Griffin's Crosswords;FALSE;FALSE;FALSE;FALSE;TRUE;8;Trivia;N;2008;2
Merv Griffin's Crosswords (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;4.3;Puzzle;N;2008;12
Metal Angel;FALSE;FALSE;FALSE;FALSE;TRUE;2.5;Shooter;N;2008;8
Metal Gear;FALSE;FALSE;FALSE;FALSE;TRUE;8;Action-Adventure;N;2008;1
Metal Gear Solid 4: Guns of the Patriots;TRUE;FALSE;FALSE;FALSE;FALSE;10;Action;Y;2008;6
Metal Gear Solid Mobile;FALSE;FALSE;FALSE;FALSE;TRUE;8;Action;N;2008;3
Metal Gear Solid: The Essential Collection;TRUE;FALSE;FALSE;FALSE;FALSE;8.8;Action;Y;2008;3
Metal Slug;FALSE;FALSE;TRUE;FALSE;TRUE;8.5;Action;Y;2008;5
Metal Slug 3;FALSE;TRUE;FALSE;FALSE;FALSE;7.4;Action;N;2008;1
Metal Slug 7;FALSE;FALSE;TRUE;FALSE;FALSE;7;Action;N;2008;11
Meteos Wars;FALSE;TRUE;FALSE;FALSE;FALSE;8;Puzzle;N;2008;12
Miami Nights: Singles in the City;FALSE;FALSE;TRUE;FALSE;FALSE;4;Simulation;N;2008;1
Michael Jackson's Moonwalker;FALSE;FALSE;FALSE;FALSE;TRUE;4.5;Action;N;2008;3
Midnight Bowling;FALSE;FALSE;TRUE;FALSE;FALSE;4.9;Sports;N;2008;10
Midnight Club: L.A. Remix;TRUE;FALSE;FALSE;FALSE;FALSE;7.6;Racing;N;2008;10
Midnight Club: Los Angeles;TRUE;TRUE;FALSE;FALSE;FALSE;8.5;Racing;Y;2008;10
Midnight Play Pack;FALSE;FALSE;TRUE;FALSE;FALSE;6;Puzzle;N;2008;9
Midnight Pool;FALSE;FALSE;TRUE;FALSE;FALSE;7;Sports;N;2008;8
Midnight Pool (iPhone);FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Sports;N;2008;11
Millionaire 2009;FALSE;FALSE;FALSE;FALSE;TRUE;7;Trivia;N;2008;6
Minestorm;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Action;N;2008;6
MiniCopter: Adventure Flight;FALSE;FALSE;TRUE;FALSE;FALSE;4;Simulation;N;2008;4
Mirror's Edge (Xbox 360);FALSE;TRUE;FALSE;FALSE;FALSE;7.3;Action-Adventure;N;2008;11
Mirror's Edge (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;7.4;Action-Adventure;N;2008;11
Missile Command [1980];FALSE;FALSE;FALSE;FALSE;TRUE;8;Action;N;2008;10
Mister Slime;FALSE;FALSE;TRUE;FALSE;FALSE;5;Action;N;2008;8
MLB 08: The Show (PS2);TRUE;FALSE;FALSE;FALSE;FALSE;8;Sports;N;2008;3
MLB 08: The Show;TRUE;FALSE;FALSE;FALSE;FALSE;8.7;Sports;Y;2008;2
MLB Power Pros 2008;TRUE;FALSE;TRUE;FALSE;FALSE;8.4;Sports;N;2008;7
MLB Power Pros 2008 (DS);FALSE;FALSE;TRUE;FALSE;FALSE;7;Sports;N;2008;8
MLB Stickball;FALSE;TRUE;FALSE;FALSE;FALSE;3;Sports;N;2008;10
MLB Superstars;FALSE;FALSE;TRUE;FALSE;FALSE;2.8;Sports;N;2008;11
Mobile Battles: Reign of Swords;FALSE;FALSE;FALSE;FALSE;TRUE;9;Strategy;Y;2008;2
Monopoly (Wii);TRUE;TRUE;TRUE;FALSE;FALSE;7;Strategy;N;2008;11
Monopoly: Here & Now -- World Edition;FALSE;FALSE;FALSE;FALSE;TRUE;7;Strategy;N;2008;12
Monopoly: Here & Now (2008);FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Strategy;Y;2008;4
Monster Jam: Urban Assault;TRUE;FALSE;TRUE;FALSE;FALSE;5.5;Racing;N;2008;12
Monster Lab;FALSE;FALSE;TRUE;FALSE;FALSE;7.9;Battle;N;2008;11
Monster Lair;FALSE;FALSE;TRUE;FALSE;TRUE;7.5;Action;N;2008;1
Monster Madness: Grave Danger;TRUE;FALSE;FALSE;FALSE;FALSE;5.2;Action;N;2008;8
Monster Trux Arenas -- Special Edition;FALSE;FALSE;TRUE;FALSE;FALSE;1;Racing;N;2008;2
Mortal Kombat II;FALSE;FALSE;FALSE;FALSE;TRUE;7.8;Fighting;N;2008;12
Mortal Kombat vs. DC Universe;TRUE;TRUE;FALSE;FALSE;FALSE;7.5;Fighting;N;2008;11
Mortimer Beckett and the Secrets of Spooky Manor;FALSE;FALSE;TRUE;FALSE;FALSE;6.2;Puzzle;N;2008;12
Motocross Championship;FALSE;FALSE;FALSE;FALSE;TRUE;1;Racing;N;2008;11
MotoGP 08;TRUE;TRUE;FALSE;TRUE;FALSE;5;Racing;N;2008;10
MotorStorm: Pacific Rift;TRUE;FALSE;FALSE;FALSE;FALSE;8.3;Racing;N;2008;10
Mount & Blade;FALSE;FALSE;FALSE;TRUE;FALSE;8;RPG;N;2008;12
Mountain King;FALSE;FALSE;FALSE;FALSE;TRUE;8;Action;N;2008;1
Mouse About;FALSE;FALSE;FALSE;FALSE;TRUE;8;Puzzle;N;2008;10
Mr. Driller Online;FALSE;TRUE;FALSE;FALSE;FALSE;2.8;Action;N;2008;4
MTV Cribs;FALSE;FALSE;FALSE;FALSE;TRUE;5.5;Simulation;N;2008;1
Murder in the Abbey;FALSE;FALSE;FALSE;TRUE;FALSE;3.5;Adventure;N;2008;9
Mushroom Men: Rise of the Fungi;FALSE;FALSE;TRUE;FALSE;FALSE;5.1;Action;N;2008;12
Mushroom Men: The Spore Wars;FALSE;FALSE;TRUE;FALSE;FALSE;7.9;Action;N;2008;12
MX vs. ATV Untamed;FALSE;FALSE;TRUE;FALSE;FALSE;7;Racing;N;2008;2
My Aquarium;FALSE;FALSE;TRUE;FALSE;FALSE;6;Simulation;N;2008;9
My Baby Boy;FALSE;FALSE;TRUE;FALSE;FALSE;5;Simulation;N;2008;12
My Baby Girl;FALSE;FALSE;TRUE;FALSE;FALSE;5;Simulation;N;2008;12
My Chinese Coach;FALSE;FALSE;TRUE;FALSE;FALSE;5;Educational;N;2008;11
My Fashion Studio;FALSE;FALSE;TRUE;FALSE;FALSE;7;Simulation;N;2008;6
My Fun Facts Coach;FALSE;FALSE;TRUE;FALSE;FALSE;5.1;Simulation;N;2008;12
My Horse & Me (DS);FALSE;FALSE;TRUE;FALSE;FALSE;4.3;Simulation;N;2008;2
My Horse & Me (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;4.5;Simulation;N;2008;3
My Horse & Me (PC);FALSE;FALSE;FALSE;TRUE;FALSE;5;Simulation;N;2008;5
My Japanese Coach;FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Educational;N;2008;12
My Little Pony: Pinkie Pie's Party;FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Adventure;N;2008;10
My Pokemon Ranch;FALSE;FALSE;TRUE;FALSE;FALSE;4;Simulation;N;2008;6
My SAT Coach with The Princeton Review;FALSE;FALSE;TRUE;FALSE;FALSE;6.5;Educational;N;2008;10
My Secret World by Imagine;FALSE;FALSE;TRUE;FALSE;FALSE;6;Productivity;N;2008;10
My Spanish Coach;TRUE;FALSE;FALSE;FALSE;FALSE;7;Educational;N;2008;10
My Weight Loss Coach;FALSE;FALSE;TRUE;FALSE;FALSE;7;Educational;N;2008;8
MySims;FALSE;FALSE;FALSE;TRUE;FALSE;7;Simulation;N;2008;11
MySims Kingdom;FALSE;FALSE;TRUE;FALSE;FALSE;7.3;Simulation;N;2008;11
Myst (DS);FALSE;FALSE;TRUE;FALSE;FALSE;4;Adventure;N;2008;5
Mystery Case Files: MillionHeir;FALSE;FALSE;TRUE;FALSE;FALSE;7.7;Adventure;N;2008;9
Mystery Dungeon: Shiren the Wanderer;FALSE;FALSE;TRUE;FALSE;FALSE;6.5;RPG;N;2008;3
Myth Makers: Orbs of Doom;FALSE;FALSE;TRUE;FALSE;FALSE;2.9;Action;N;2008;2
Myth Makers: Super Kart GP;FALSE;FALSE;TRUE;FALSE;FALSE;3.5;Racing;N;2008;2
Myth Makers: Trixie in Toyland;FALSE;FALSE;TRUE;FALSE;FALSE;1.4;Action;N;2008;9
N+;FALSE;TRUE;FALSE;FALSE;FALSE;8.5;Platformer;Y;2008;2
N+ (DS);FALSE;FALSE;TRUE;FALSE;FALSE;9;Platformer;Y;2008;8
N+ (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;7.8;Platformer;N;2008;8
Namco Museum: Virtual Arcade;FALSE;TRUE;FALSE;FALSE;FALSE;6.5;Action;N;2008;11
Nancy Drew: The Mystery of the Clue Bender Society;FALSE;FALSE;TRUE;FALSE;FALSE;4;Adventure;N;2008;8
Nancy Drew: The Phantom of Venice;FALSE;FALSE;FALSE;TRUE;FALSE;7;Adventure;N;2008;7
Nancy Drew: The White Wolf of Icicle Creek;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Adventure;N;2008;12
Nanosaur II;FALSE;FALSE;FALSE;FALSE;TRUE;5.6;Action;N;2008;10
Nanostray 2;FALSE;FALSE;TRUE;FALSE;FALSE;8.1;Shooter;N;2008;3
Naruto: Clash of Ninja Revolution 2;FALSE;FALSE;TRUE;FALSE;FALSE;8.2;Action;N;2008;10
Naruto: Ninja Destiny;FALSE;FALSE;TRUE;FALSE;FALSE;7.2;Fighting;N;2008;2
Naruto: Path of the Ninja 2;FALSE;FALSE;TRUE;FALSE;FALSE;6.5;RPG;N;2008;10
Naruto: The Broken Bond;FALSE;TRUE;FALSE;FALSE;FALSE;8.3;Action-Adventure;N;2008;11
Naruto: Ultimate Ninja 3;TRUE;FALSE;FALSE;FALSE;FALSE;7.6;Fighting;N;2008;3
Naruto: Ultimate Ninja Heroes 2: The Phantom Fortress;TRUE;FALSE;FALSE;FALSE;FALSE;7.1;Fighting;N;2008;6
Naruto: Ultimate Ninja Storm;TRUE;FALSE;FALSE;FALSE;FALSE;8.4;Fighting;N;2008;10
NASCAR 09 (Xbox 360);FALSE;TRUE;FALSE;FALSE;FALSE;6.5;Racing;N;2008;6
NASCAR 09 (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;5.9;Racing;N;2008;6
NASCAR 09 (PS2);TRUE;FALSE;FALSE;FALSE;FALSE;5;Racing;N;2008;8
National Geographic: Herod's Lost Tomb;FALSE;FALSE;FALSE;FALSE;TRUE;8;Puzzle;N;2008;12
Naval Battle;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Strategy;Y;2008;2
NBA '09: The Inside (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;6.5;Sports;N;2008;10
NBA '09: The Inside (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;8.2;Sports;N;2008;10
NBA '09: The Inside (PS2);TRUE;FALSE;FALSE;FALSE;FALSE;4.9;Sports;N;2008;10
NBA 2K9;TRUE;TRUE;FALSE;FALSE;FALSE;8.5;Sports;Y;2008;10
NBA 2K9 (PS2);TRUE;FALSE;FALSE;FALSE;FALSE;7;Sports;N;2008;11
NBA 2K9 (PC);FALSE;FALSE;FALSE;TRUE;FALSE;8;Sports;N;2008;11
NBA Ballers: Chosen One;TRUE;TRUE;FALSE;FALSE;FALSE;6;Sports;N;2008;4
NBA Live 09;TRUE;TRUE;FALSE;FALSE;FALSE;6.5;Sports;N;2008;10
NBA Live 09 (PS2);TRUE;FALSE;FALSE;FALSE;FALSE;5.5;Sports;N;2008;10
NBA Live 09 (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;6.1;Sports;N;2008;10
NBA Live 09 All-Play;FALSE;FALSE;TRUE;FALSE;FALSE;5.4;Sports;N;2008;10
NCAA Basketball 09;TRUE;TRUE;FALSE;FALSE;FALSE;7.1;Sports;N;2008;11
NCAA Football 09 (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;6.5;Sports;N;2008;7
NCAA Football 09;TRUE;TRUE;FALSE;FALSE;FALSE;8.4;Sports;N;2008;7
NCAA Football 09 (PS2);TRUE;FALSE;FALSE;FALSE;FALSE;7;Sports;N;2008;7
NCAA Football 09 All-Play;FALSE;FALSE;TRUE;FALSE;FALSE;5;Sports;N;2008;7
NCAA March Madness 08;TRUE;FALSE;FALSE;FALSE;FALSE;4.9;Sports;N;2008;1
Necromancer;FALSE;FALSE;FALSE;FALSE;TRUE;7;Action;N;2008;6
Need for Speed ProStreet;TRUE;FALSE;FALSE;FALSE;FALSE;5;Racing;N;2008;2
Need for Speed Undercover (PC/Xbox 360);FALSE;TRUE;FALSE;TRUE;FALSE;5;Racing;N;2008;11
Need for Speed Undercover;TRUE;FALSE;TRUE;FALSE;FALSE;4.8;Racing;N;2008;11
Need for Speed Undercover (Mobile);FALSE;FALSE;FALSE;FALSE;TRUE;7.9;Racing;N;2008;11
Need for Speed Undercover (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;4;Racing;N;2008;11
Need for Speed Undercover (PSP);TRUE;FALSE;FALSE;FALSE;FALSE;5.5;Racing;N;2008;11
Need for Speed Undercover (DS);FALSE;FALSE;TRUE;FALSE;FALSE;6.2;Racing;N;2008;12
Neo Turf Masters;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Sports;N;2008;8
NeoGeo Battle Coliseum (PS2);TRUE;FALSE;FALSE;FALSE;FALSE;7.3;Fighting;N;2008;1
Neopets Puzzle Adventure;FALSE;FALSE;TRUE;TRUE;FALSE;7.6;Puzzle;N;2008;11
Neopets Puzzle Adventure (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;5.1;Puzzle;N;2008;12
NERF N-Strike;FALSE;FALSE;TRUE;FALSE;FALSE;7.1;Action;N;2008;12
Neverland Card Battles;TRUE;FALSE;FALSE;FALSE;FALSE;5;Strategy;N;2008;11
Neverwinter Nights 2: Storm of Zehir;FALSE;FALSE;FALSE;TRUE;FALSE;8.3;RPG;N;2008;12
New International Track & Field;FALSE;FALSE;TRUE;FALSE;FALSE;8.7;Sports;Y;2008;7
NFL Head Coach 09;TRUE;TRUE;FALSE;FALSE;FALSE;7;Sports;N;2008;9
NFL Tour (PS3);TRUE;FALSE;FALSE;FALSE;FALSE;4.5;Sports;N;2008;1
NFL Tour;FALSE;TRUE;FALSE;FALSE;FALSE;4.7;Sports;N;2008;1
NHL 09;TRUE;TRUE;FALSE;FALSE;FALSE;9;Sports;Y;2008;9
NHL 09 (PC);FALSE;FALSE;FALSE;TRUE;FALSE;5.5;Sports;N;2008;12
NHL 2K9;TRUE;TRUE;FALSE;FALSE;FALSE;8;Sports;N;2008;9
NHL 2K9 (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;6.8;Sports;N;2008;9
NiGHTS into Dreams...;FALSE;FALSE;FALSE;FALSE;TRUE;8.7;Platformer;Y;2008;8
Nikopol: Secrets of the Immortals;FALSE;FALSE;FALSE;TRUE;FALSE;8.2;Adventure;N;2008;9
Ninja Combat;FALSE;FALSE;TRUE;FALSE;TRUE;3.5;Action;N;2008;6
Ninja Commando;FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Action;N;2008;8
Ninja Gaiden II;FALSE;TRUE;FALSE;FALSE;FALSE;8.7;Action;Y;2008;5
Ninja Gaiden III: The Ancient Ship of Doom;FALSE;FALSE;TRUE;FALSE;TRUE;8;Action;N;2008;2
Ninja Gaiden Sigma (Greatest Hits);TRUE;FALSE;FALSE;FALSE;FALSE;9.3;Action;Y;2008;12
Ninja Gaiden: Dragon Sword;FALSE;FALSE;TRUE;FALSE;FALSE;8.6;Action;Y;2008;3
Ninja Reflex;FALSE;FALSE;TRUE;FALSE;FALSE;6;Party;N;2008;3
Ninja Reflex: Steamworks Edition;FALSE;FALSE;FALSE;TRUE;FALSE;6;Party;N;2008;4
Ninjabread Man;FALSE;FALSE;TRUE;FALSE;FALSE;1.5;Action;N;2008;1
Ninjatown;FALSE;FALSE;TRUE;FALSE;FALSE;8.7;Action;Y;2008;10
Nitrobike;FALSE;FALSE;TRUE;FALSE;FALSE;6.5;Racing;N;2008;1
NitroStreet Racing;FALSE;FALSE;FALSE;FALSE;TRUE;8;Racing;N;2008;2
No More Heroes;FALSE;FALSE;TRUE;FALSE;FALSE;7.8;Action;N;2008;1
Nobunaga's Ambition: Rise to Power;TRUE;FALSE;FALSE;FALSE;FALSE;6.5;Strategy;N;2008;2
Nostradamus: The Last Prophecy;FALSE;FALSE;FALSE;TRUE;FALSE;7.4;Adventure;N;2008;10
NovaStrike;TRUE;FALSE;FALSE;FALSE;FALSE;3.5;Shooter;N;2008;6
NPPL: Championship Paintball 2009;TRUE;TRUE;FALSE;FALSE;FALSE;4.9;Shooter;N;2008;11
Numba;FALSE;FALSE;FALSE;FALSE;TRUE;7.5;Puzzle;N;2008;7
Obscure: The Aftermath (Wii);FALSE;FALSE;TRUE;FALSE;FALSE;7;Action-Adventure;N;2008;3
Obscure: The Aftermath (PC);FALSE;FALSE;FALSE;TRUE;FALSE;6.3;Action-Adventure;N;2008;3
Obscure: The Aftermath (PS2);TRUE;FALSE;FALSE;FALSE;FALSE;7.5;Action-Adventure;N;2008;3
Octomania;FALSE;FALSE;TRUE;FALSE;FALSE;7.6;Puzzle;N;2008;4
Okami;FALSE;FALSE;TRUE;FALSE;FALSE;9;Adventure;Y;2008;4
Omega Five;FALSE;TRUE;FALSE;FALSE;FALSE;7.6;Action;N;2008;1
One Piece: Unlimited Adventure;FALSE;FALSE;TRUE;FALSE;FALSE;6.8;Action-Adventure;N;2008;1
Operation Darkness;FALSE;TRUE;FALSE;FALSE;FALSE;2.5;Strategy;N;2008;6
Operation Mania;FALSE;FALSE;FALSE;TRUE;FALSE;7.1;Strategy;N;2008;10
Operation Wolf;FALSE;FALSE;TRUE;FALSE;FALSE;2;Shooter;N;2008;2
Opoona;FALSE;FALSE;TRUE;FALSE;FALSE;6.8;RPG;N;2008;4
Order Up!;FALSE;FALSE;TRUE;FALSE;FALSE;7.7;Action;N;2008;8
Out of This World;FALSE;FALSE;FALSE;TRUE;TRUE;8.5;Action;Y;2008;2
Outcry;FALSE;FALSE;FALSE;TRUE;FALSE;6.8;Action;N;2008;12
Overclocked: A History of Violence;FALSE;FALSE;FALSE;TRUE;FALSE;7;Adventure;N;2008;4
Overlord: Raising Hell;TRUE;FALSE;FALSE;FALSE;FALSE;6;Adventure;N;2008;6
Pac-Attack;FALSE;FALSE;TRUE;FALSE;TRUE;6;Puzzle;N;2008;1
Pac-Land;FALSE;FALSE;FALSE;FALSE;TRUE;6.5;Action;N;2008;3
Pacific Storm: Allies;FALSE;FALSE;FALSE;TRUE;FALSE;6.8;Strategy;N;2008;6
Pain! Amusement Park;TRUE;FALSE;FALSE;FALSE;FALSE;7;Action;N;2008;9
Pain! Movie Studio;TRUE;FALSE;FALSE;FALSE;FALSE;6;Action;N;2008;11
Panzer Command: Kharkov;FALSE;FALSE;FALSE;TRUE;FALSE;6.7;Strategy;N;2008;4
Panzer Dragoon;FALSE;FALSE;FALSE;FALSE;TRUE;9;Action;Y;2008;8
Pass the Pigs (DS);FALSE;FALSE;TRUE;FALSE;FALSE;4.5;Action;N;2008;12
Pass The Pigs;FALSE;FALSE;FALSE;FALSE;TRUE;6;Action;N;2008;12
Patapon;TRUE;FALSE;FALSE;FALSE;FALSE;9.2;Action;Y;2008;2
Paws & Claws Pet Vet 2;FALSE;FALSE;TRUE;FALSE;FALSE;4;Simulation;N;2008;6
Paws & Claws: Pet Resort (DS);FALSE;FALSE;TRUE;FALSE;FALSE;2.5;Simulation;N;2008;2
Penny Arcade's On the Rain-Slick Precipice of Darkness;TRUE;TRUE;FALSE;TRUE;FALSE;7.8;RPG;N;2008;5
Penny Arcade's On the Rain-Slick Precipice of Darkness 2;TRUE;TRUE;FALSE;TRUE;FALSE;8.1;RPG;N;2008;10
Penumbra: Black Plague;FALSE;FALSE;FALSE;TRUE;FALSE;7.7;Action;N;2008;2
Penumbra: Requiem;FALSE;FALSE;FALSE;TRUE;FALSE;7.5;Action;N;2008;9
Personal Trainer: Cooking;FALSE;FALSE;TRUE;FALSE;FALSE;9;Simulation;Y;2008;11
Pet Adoption Center;FALSE;FALSE;TRUE;FALSE;FALSE;4;Simulation;N;2008;9
Pet Pals: Animal Doctor (DS);FALSE;FALSE;TRUE;FALSE;FALSE;7;Simulation;N;2008;2
Pet Pals: Animal Doctor;FALSE;FALSE;TRUE;FALSE;FALSE;4.1;Simulation;N;2008;12
Petz Rescue: Endangered Paradise;FALSE;FALSE;TRUE;FALSE;FALSE;8;Simulation;N;2008;12
Petz Rescue: Ocean Patrol;FALSE;FALSE;TRUE;FALSE;FALSE;7.9;Simulation;N;2008;11
Petz: Bunnyz;FALSE;FALSE;TRUE;FALSE;FALSE;7;Simulation;N;2008;4
Petz: Catz 2;TRUE;FALSE;TRUE;TRUE;FALSE;6;Simulation;N;2008;2
Petz: Dogz Fashion;FALSE;FALSE;TRUE;FALSE;FALSE;6.7;Simulation;N;2008;7
Petz: Hamsterz 2;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Simulation;N;2008;1
Petz: Monkeyz House;FALSE;FALSE;TRUE;FALSE;FALSE;5.5;Simulation;N;2008;12
Petz: Wild Animals -- Tigerz;FALSE;FALSE;TRUE;FALSE;FALSE;7.7;Simulation;N;2008;3
Phantasy Star II;FALSE;FALSE;TRUE;FALSE;TRUE;8;RPG;N;2008;2
Phantasy Star III: Generations of Doom;FALSE;FALSE;TRUE;FALSE;FALSE;6.5;RPG;N;2008;4
Pictionary [2007];FALSE;FALSE;FALSE;FALSE;TRUE;7;Party;N;2008;1
Pimp My Ride;FALSE;FALSE;TRUE;FALSE;FALSE;2.2;Action;N;2008;5
Pinball Hall of Fame: The Williams Collection (PS2/Wii);TRUE;FALSE;TRUE;FALSE;FALSE;8;Pinball;N;2008;3
Pinch 'n Pop!;FALSE;FALSE;FALSE;FALSE;TRUE;7;Puzzle;N;2008;10
Pipe Mania;TRUE;FALSE;TRUE;TRUE;FALSE;6.5;Puzzle;N;2008;10
Pirates of the Burning Sea;FALSE;FALSE;FALSE;TRUE;FALSE;8.2;RPG;N;2008;2
Pirates of the Caribbean: Aegir's Fire;FALSE;FALSE;FALSE;FALSE;TRUE;7;Action;N;2008;4
Pirates vs. Ninjas Dodgeball;FALSE;TRUE;FALSE;FALSE;FALSE;4.5;Sports;N;2008;9
Pirates: The Key of Dreams;FALSE;FALSE;TRUE;FALSE;FALSE;4.7;Action;N;2008;8
PixelJunk Eden;TRUE;FALSE;FALSE;FALSE;FALSE;8.4;Platformer;Y;2008;7
PixelJunk Monsters;TRUE;FALSE;FALSE;FALSE;FALSE;8.5;Strategy;Y;2008;1
PixelJunk Monsters Encore;TRUE;FALSE;FALSE;FALSE;FALSE;7.9;Strategy;N;2008;5
Plattchen: Twist 'n' Paint;FALSE;FALSE;TRUE;FALSE;FALSE;7.4;Puzzle;N;2008;12
Platypus;FALSE;FALSE;FALSE;FALSE;TRUE;6.9;Shooter;N;2008;12
Plushees;FALSE;FALSE;TRUE;FALSE;FALSE;4;Simulation;N;2008;5
Pokemon Mystery Dungeon: Explorers of Darkness;FALSE;FALSE;TRUE;FALSE;FALSE;6.5;RPG;N;2008;4
Pokemon Mystery Dungeon: Explorers of Time;FALSE;FALSE;TRUE;FALSE;FALSE;6.5;RPG;N;2008;4
Pokemon Puzzle League;FALSE;FALSE;TRUE;FALSE;FALSE;8;Puzzle;Y;2008;5
Pokemon Ranger: Shadows of Almia;FALSE;FALSE;TRUE;FALSE;FALSE;6.7;Action-RPG;N;2008;11
Poker For Dummies;FALSE;FALSE;FALSE;TRUE;FALSE;5.3;Educational;N;2008;11
Poker Smash;FALSE;TRUE;FALSE;FALSE;FALSE;7.5;Strategy;N;2008;2
Pole Position Remix;FALSE;FALSE;FALSE;FALSE;TRUE;5;Racing;N;2008;1
Pong Toss: Frat Party Games;FALSE;FALSE;TRUE;FALSE;FALSE;2;Party;N;2008;8
Pony Luv;FALSE;FALSE;TRUE;FALSE;FALSE;3;Simulation;N;2008;8
Pop;FALSE;FALSE;TRUE;FALSE;FALSE;6;Puzzle;N;2008;5
Pop Cutie! Street Fashion Simulation;FALSE;FALSE;TRUE;FALSE;FALSE;7.5;Simulation;N;2008;10
PopCap Hits Vol. 2;TRUE;FALSE;FALSE;FALSE;FALSE;6;Compilation;N;2008;8
Popeye;FALSE;FALSE;FALSE;FALSE;TRUE;8.5;Action;Y;2008;3
